Topic,Count,Name,Representation,Representative_Docs
184,46,184_worth stock_insiders_worth_stock possibly,"['worth stock', 'insiders', 'worth', 'stock possibly', 'insiders sold', 'possibly', 'sold', 'weakness', 'weakness future', 'indicating']","['Insiders at __COMPANY__ ( __TICKER__ ) sold US$14m worth of stock, possibly indicating weakness in the future', 'Insiders at __COMPANY__ Inc. ( __TICKER__ ) sold US$2.6m worth of stock, possibly indicating weakness in the future', 'Insiders at __COMPANY__ Inc. ( __TICKER__ ) sold US$4.6m worth of stock, possibly indicating weakness in the future']"
185,46,185_funds think_think_hedge funds_hedge,"['funds think', 'think', 'hedge funds', 'hedge', 'funds', 'think american', 'limited', 'ebay', 'jd', 'think automatic']","['Here is What Hedge Funds Think About Caterpillar Inc. (CAT)', 'Here is What Hedge Funds Think About Dominion Energy Inc. (D)', 'Here is What Hedge Funds Think About Visa Inc (V)']"
186,46,186_minimum_wage_minimum wage_hourly,"['minimum', 'wage', 'minimum wage', 'hourly', 'minimum hourly', 'hourly wage', 'raises minimum', '25 2025', 'wage 25', 'hour']","['__COMPANY__ raises minimum hourly wage to $21', '__COMPANY__ to raise U.S. minimum hourly wage to $25 by 2025', '__COMPANY__ to Raise U.S. Minimum Hourly Wage to $25 by 2025']"
187,46,187_know stock_stock moves_moves_know,"['know stock', 'stock moves', 'moves', 'know', 'moves know', 'moves 22', '22 know', 'moves 13', 'moves 49', '49 know']","['__COMPANY__ __TICKER__ Stock Moves -0.5%: What You Should Know', '__COMPANY__ __TICKER__ Stock Moves -0.2%: What You Should Know', '__COMPANY__ __TICKER__ Stock Moves -0.6%: What You Should Know']"
188,46,188_global asset_etf series_series funds_funds global,"['global asset', 'etf series', 'series funds', 'funds global', 'distributions etf', 'management announces', 'distributions', '2023 cash', 'cash distributions', 'series']","['__COMPANY__ Global Asset Management Inc. announces September 2023 cash distributions for ETF Series of __COMPANY__ Funds', '__COMPANY__ Global Asset Management Inc. announces June 2023 cash distributions for ETF Series of __COMPANY__ Funds', '__COMPANY__ Global Asset Management Inc. announces May 2023 cash distributions for ETF Series of __COMPANY__ Funds']"
189,46,189_new strong_buy stocks_strong buy_strong,"['new strong', 'buy stocks', 'strong buy', 'strong', 'strong sell', 'stocks july', 'sell stocks', 'stocks february', 'stocks january', 'new']","['New Strong Buy Stocks for July 2nd', 'New Strong Buy Stocks for July 15th', 'New Strong Buy Stocks for July 14']"
190,46,190_debut_million ipo_ipo_80 billion,"['debut', 'million ipo', 'ipo', '80 billion', 'blackrock assets', 'debut billion', 'jumps', 'govt', 'surges', 'shares surge']","['Uranium Energy (UEC) Jumps 14% on US Govt $80-Billion Nuclear Backing', 'Denison Mines (DNN) Surges 10.4% as US Govt Places $80-Billion Bet on Nuclear', 'NexGen (NXE) Climbs 12% as Govt Bares $80-Billion Support for Nuclear Devt']"
191,46,191_earnings report_unfortunately_unfortunately lost_investors unfortunately,"['earnings report', 'unfortunately', 'unfortunately lost', 'investors unfortunately', 'lost', 'report earnings', 'report', 'report investors', 'fell', 'dropped']","['Investors in __COMPANY__ ( __TICKER__ ) have unfortunately lost 16% over the last five years', 'Investors in __COMPANY__ ( __TICKER__ ) have unfortunately lost 18% over the last year', 'Investors in __COMPANY__ ( __TICKER__ ) have unfortunately lost 18% over the last five years']"
192,46,192_grow know_week release_ahead week_reports earnings,"['grow know', 'week release', 'ahead week', 'reports earnings', 'know ahead', 'expected grow', 'earnings expected', 'grow', 'analysts forecasting', 'street expects']","[""Nasdaq __TICKER__ Earnings Expected to Grow: What to Know Ahead of Next Week's Release"", ""Blackstone Inc. __TICKER__ Earnings Expected to Grow: What to Know Ahead of Next Week's Release"", ""BlackRock __TICKER__ Earnings Expected to Grow: What to Know Ahead of Next Week's Release""]"
193,45,193_likely support_growth likely_likely_growth aum,"['likely support', 'growth likely', 'likely', 'growth aum', 'aum likely', 'support', 'asset growth', 'aid blackstone', 'aum', 'support ameriprise']","[""Growth in AUM Likely to Support Blackstone's __TICKER__ Q2 Earnings"", ""Growth in AUM Likely to Support Blackstone's __TICKER__ Q3 Earnings"", 'Growth in AUM Likely to Support Ameriprise __TICKER__ in Q2 Earnings']"
194,45,194_ytd_run continue_week high_high run,"['ytd', 'run continue', 'week high', 'high run', '52 week', 'run', '52', 'continue', 'room', 'hit 52']","['The __COMPANY__ Corporation __TICKER__ Hit a 52 Week High, Can the Run Continue?', '__COMPANY__ __TICKER__ Hits 52-Week High, Can the Run Continue?', '__COMPANY__ __TICKER__ Hit a 52 Week High, Can the Run Continue?']"
195,45,195_etf invesco_join amp_etf_amp smallcap,"['etf invesco', 'join amp', 'etf', 'amp smallcap', 'smallcap', 'etf zacks', 'spdr', 'blog highlights', 'analyst blog', 'zacks analyst']","['The Zacks Analyst Blog Highlights Financial Select Sector SPDR Fund, iShares Core S&amp;P 500 ETF, Invesco QQQ Trust, Invesco S&amp;P 500 Low Volatility ETF and Vanguard Total Stock Market ETF', 'The Zacks Analyst Blog Highlights: SPDR S&amp;P 500 ETF Trust, Vanguard S&amp;P 500 ETF, Vanguard Total Stock Market ETF, iShares Core S&amp;P 500 ETF and Invesco QQQ Trust.', 'The Zacks Analyst Blog Highlights SPDR Gold Trust ETF, First Trust Nasdaq Food &amp; Beverage ETF, iShares U.S. Home Construction ETF, SPDR S&amp;P Semiconductor ETF and Invesco S&amp;P 500 Pure Growth ETF']"
196,45,196_days week_office days_return office_days,"['days week', 'office days', 'return office', 'days', 'office', 'asks employees', 'asks', 'staff', 'return', 'staff return']","['__COMPANY__ Asks London Staff to Return to Office 3 Days a Week', ""No More WFH: __COMPANY__ Asks Employees To Return To Office 5 Days A Week — And It's Not Alone"", '__COMPANY__ asks employees to return to office four days a week by September']"
197,45,197_best momentum_momentum stocks_momentum_best,"['best momentum', 'momentum stocks', 'momentum', 'best', 'momentum stock', 'stocks buy', 'best growth', 'buy february', 'buy september', 'buy march']","['Best Momentum Stocks to Buy for February 3rd', 'Best Momentum Stocks to Buy for April 4th', 'Best Momentum Stocks to Buy for February 2nd']"
198,44,198_zacks bull_bull bear_highlighted zacks_highlighted,"['zacks bull', 'bull bear', 'highlighted zacks', 'highlighted', 'bear day', 'bear', 'bull', 'zacks', 'day', 'barrel highlighted']","['__COMPANY__ and Hertz Global have been highlighted as Zacks Bull and Bear of the Day', 'AZEK and __COMPANY__ have been highlighted as Zacks Bull and Bear of the Day', ""__COMPANY__ and Carter's have been highlighted as Zacks Bull and Bear of the Day""]"
199,44,199_blog highlights_zacks analyst_analyst blog_blog,"['blog highlights', 'zacks analyst', 'analyst blog', 'blog', 'zacks', 'highlights', 'analyst', 'blackrock zacks', 'highlights nvidia', 'highlights blackrock']","['The Zacks Analyst Blog Highlights BlackRock, Charles Schwab, HIVE, Block and CME Group', 'The Zacks Analyst Blog Highlights NVIDIA, CME Group, Coinbase Global and BlackRock', 'The Zacks Analyst Blog Highlights Cboe Global Markets, NVIDIA and Block']"
200,44,200_debt business_distressed debt_block trade_distressed,"['debt business', 'distressed debt', 'block trade', 'distressed', 'staley leaves', 'shut global', 'electronic stocks', 'desk email', 'deals october', 'trading segantii']","['__COMPANY__ to shut global distressed-debt business', '__COMPANY__ halts trading with Credit Suisse electronic stocks desk -email', 'REFILE- __COMPANY__ halts trading with Credit Suisse electronic stocks desk -email']"
201,44,201_cards_store_earnings store_earnings cards,"['cards', 'store', 'earnings store', 'earnings cards', 'q1 earnings', 'report q2', 'awaits', 'report q4', 'earnings awaits', 'cards blackstone']","[""Intercontinental __TICKER__ to Report Q4 Earnings: What's in Store?"", ""Intercontinental __TICKER__ to Report Q1 Earnings: What's in Store?"", ""Intercontinental __TICKER__ to Report Q2 Earnings: What's in Store?""]"
202,43,202_pharmaceuticals ring_market closing_closing bell_closing,"['pharmaceuticals ring', 'market closing', 'closing bell', 'closing', 'pharmaceuticals', 'therapeutics ring', 'ring nasdaq', 'ring', 'bell', 'nasdaq stock']","['Synergy Pharmaceuticals Inc. ( __TICKER__ ) to Ring The Nasdaq Stock Market Closing Bell', 'Titan Pharmaceuticals, Inc. ( __TICKER__ ) to Ring The Nasdaq Stock Market Closing Bell', 'Rocket Pharmaceuticals, Inc. ( __TICKER__ ) to Ring The Nasdaq Stock Market Closing Bell']"
203,43,203_stock outpacing_peers year_outpacing_outpacing finance,"['stock outpacing', 'peers year', 'outpacing', 'outpacing finance', 'finance peers', 'peers', 'outpaced finance', 'finance', 'outpaced', 'stocks year']","['Is Brookfield Corporation (BN) Stock Outpacing Its Finance Peers This Year?', 'Is EverQuote (EVER) Stock Outpacing Its Finance Peers This Year?', 'Is Ameriprise Financial (AMP) Stock Outpacing Its Finance Peers This Year?']"
204,43,204_nasdaq commodities_commodities_german_contracts,"['nasdaq commodities', 'commodities', 'german', 'contracts', 'electricity', '17 nasdaq', 'futures contracts', 'german electricity', '18 nasdaq', 'options']","['no 47/18 Nasdaq Commodities launches German Only Electricity Base Future Option Contracts', 'no 28/17 Nasdaq Commodities to go live with German Only Futures Contracts', 'no 32/17 Nasdaq Commodities to go live with German Only Electricity Futures Contracts on May 18, 2017']"
205,43,205_announces mid_mid month_open short_positions nasdaq,"['announces mid', 'mid month', 'open short', 'positions nasdaq', 'month open', 'stocks settlement', 'settlement date', 'short positions', 'mid', 'nasdaq stocks']","['Nasdaq Announces Mid-Month Open Short Interest Positions in Nasdaq Stocks as of Settlement Date May 15, 2024', 'Nasdaq Announces Mid-Month Open Short Interest Positions in Nasdaq Stocks as of Settlement Date May 15, 2025', 'Nasdaq Announces Mid-Month Open Short Interest Positions in Nasdaq Stocks as of Settlement Date May 15, 2023']"
206,43,206_zacks com_featured highlights_com featured_featured,"['zacks com', 'featured highlights', 'com featured', 'featured', 'com', 'zacks', 'highlights include', 'highlights', 'include', 'cboe global']","[""Zacks.com featured highlights include: Apple, East West Bancorp, Lowe's and T. Rowe Price"", 'Zacks.com featured highlights include: East West Bancorp, HCA Healthcare, CDW Corp and T. Rowe Price Group', 'Zacks.com featured highlights include Ameriprise Financial, W.W. Grainger, CDW and East West Bancorp']"
207,43,207_branch_opens_opens new_expansion,"['branch', 'opens', 'opens new', 'expansion', 'chase opens', 'expansion plans', 'new office', 'center chase', 'expanding investment', 'downtown']","['__COMPANY__ Chase to bring another 70 branches to D. __TICKER__ . region, open new downtown headquarters', '__COMPANY__ Chase Opens New Offices in Mumbai and Bengaluru', ""'A real game changer': __COMPANY__ Chase opens new office at 1900 N. Akard building""]"
208,43,208_a1_moody_affirms_moody affirms,"['a1', 'moody', 'affirms', 'moody affirms', 'assigns a1', 'branch', 'stable', 'moody assigns', 'assigns', 'outlook stable']","[""__COMPANY__ Ltd, Singapore Br. -- Moody's affirms __COMPANY__ Limited's A1/P-1 deposit ratings, outlook stable"", ""__COMPANY__ Limited, Luxembourg Branch -- Moody's affirms A1/P-1 deposit rating of __COMPANY__ ; outlook stable"", ""__COMPANY__ Ltd, Singapore Br. -- Moody's assigns A1 rating to __COMPANY__ , Singapore Branch's MTN drawdown; outlook stable""]"
209,42,209_report continue_continue_earnings report_indication gains,"['report continue', 'continue', 'earnings report', 'indication gains', 'stock higher', 'indication', 'expected beat', 'estimates stock', 'surges indication', 'beat earnings']","['Artisan Partners (APAM) Up 10.6% Since Last Earnings Report: Can It Continue?', 'The PNC Financial Services Group (PNC) Up 9.6% Since Last Earnings Report: Can It Continue?', 'The PNC Financial Services Group (PNC) Up 3.2% Since Last Earnings Report: Can It Continue?']"
210,42,210_honored entrepreneurship_honored_entrepreneurship_ai honored,"['honored entrepreneurship', 'honored', 'entrepreneurship', 'ai honored', 'founder honored', 'entrepreneurship fundbox', 'technologies honored', 'fundbox', 'ceo honored', 'founder']","['Flywire Honored by __COMPANY__ for Entrepreneurship', 'Splash Honored by __COMPANY__ for Entrepreneurship', 'Aware Honored by __COMPANY__ for Entrepreneurship']"
211,42,211_women_recognized_women finance_newsweek,"['women', 'recognized', 'women finance', 'newsweek', 'financial named', 'powerful women', 'america', 'financial recognized', 'leaders', 'influential']","[""Two Franklin Templeton Leaders Among Barron's 100 Most Influential Women in US Finance"", 'Freda Lam Zietlow, CFA Recognized as One of Women We Admire’s ‘Top 50 Women Leaders of San Francisco’ for 2023', ""Freda Lam Zietlow, CFA Recognized as One of Women We Admire’s 'Top 50 Women Leaders of San Francisco' for 2023""]"
212,42,212_voted ceo_blackrock voted_voted_unicredit investor,"['voted ceo', 'blackrock voted', 'voted', 'unicredit investor', 'investor blackrock', 'ceo pay', 'unicredit', 'update unicredit', 'buffett berkshire', 'berkshire buys']","[""UniCredit's top investor BlackRock voted against CEO pay"", ""UPDATE 3-UniCredit's top investor BlackRock voted against CEO pay"", 'UPDATE 1-UniCredit top investor BlackRock voted against CEO pay']"
213,42,213_past years_years investors_seen_past,"['past years', 'years investors', 'seen', 'past', 'years', 'total return', 'risen faster', 'faster earnings', 'investors risen', 'risen']","['The total return for T. Rowe Price Group ( __TICKER__ ) investors has risen faster than earnings growth over the last five years', 'The total return for __COMPANY__ ( __TICKER__ ) investors has risen faster than earnings growth over the last five years', 'The total return for __COMPANY__ Group ( __TICKER__ ) investors has risen faster than earnings growth over the last three years']"
214,42,214_fell favor_favor hedge_favor_funds dumping,"['fell favor', 'favor hedge', 'favor', 'funds dumping', 'hedge funds', 'fell', 'dumping', 'hedge', 'funds souring', 'souring']","['Welltower Inc. (WELL) Fell Out Of Favor With Hedge Funds', 'The Southern Company (SO) Fell Out Of Favor With Hedge Funds', 'Franklin Resources, Inc. __TICKER__ Fell Out Of Favor With Hedge Funds']"
215,42,215_stocks year_outperforming_finance stocks_outperforming finance,"['stocks year', 'outperforming', 'finance stocks', 'outperforming finance', 'finance', 'outpacing finance', 'finance peers', 'stock outpacing', 'peers year', 'outpacing']","['Is __TICKER__ __TICKER__ Outperforming Other Finance Stocks This Year?', 'Is __COMPANY__ __TICKER__ Outperforming Other Finance Stocks This Year?', 'Is The __COMPANY__ __TICKER__ Outperforming Other Finance Stocks This Year?']"
216,42,216_stock reports_research reports_analyst reports_reports,"['stock reports', 'research reports', 'analyst reports', 'reports', 'research', 'amp', 'reports apple', 'amp research', 'reports chase', 'reports meta']","['Top Research Reports for Meta Platforms, __COMPANY__ Chase &amp; Intercontinental Exchange', 'Top Stock Reports for Meta Platforms, __COMPANY__ &amp; Mastercard', 'Top Stock Reports for Apple, Meta Platforms &amp; __COMPANY__']"
